                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    172,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.001486,               0.001486,               0.001486
                    174,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.001387,               0.001387,               0.001387
                    176,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.001288,               0.001288,               0.001288
                    178,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.001189,               0.001189,               0.001189
                    180,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,                0.00109,                0.00109,                0.00109
                    182,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000991,               0.000991,               0.000991
                    184,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000892,               0.000892,               0.000892
                    186,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000793,               0.000793,               0.000793
                    188,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                    nan,                    nan,                    nan,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000694,               0.000694,               0.000694
                    190,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000595,               0.000595,               0.000595
                    192,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000496,               0.000496,               0.000496
                    194,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000397,               0.000397,               0.000397
                    196,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000298,               0.000298,               0.000298
                    198,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                      0,                    nan,                      0,                0.84536,                0.85938,                0.82956,                0.47657,                      0,                    nan,                      0,               0.000199,               0.000199,               0.000199
